EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,SIMULATEDDAY,DESCRIPTIVEDAY,TYPETRIAL,LEARNINGMODE,ALTERNATIVE,ROUTE,DIRECTION,CONTROLROUTE_C,TREATMENTROUTE_T,WAITING,TRAVEL,JOURNEY
descriptiveTreatmentCondition1,64,F00,1,2,2,2,6,6,18072017,162654,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,64,F00,1,2,2,2,6,6,18072017,162654,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,64,F00,1,2,2,2,6,6,18072017,162654,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,64,F00,3,6,1,9,7,7,18072017,162657,5,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,3,6,1,9,7,7,18072017,162657,5,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,3,6,1,9,7,7,18072017,162657,5,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,2,6,8
descriptiveTreatmentCondition1,64,F00,3,6,1,9,7,7,18072017,162657,5,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,64,F00,3,6,2,10,8,8,18072017,162705,5,1,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,8,12
descriptiveTreatmentCondition1,64,F00,3,6,2,10,8,8,18072017,162705,5,2,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,4,8
descriptiveTreatmentCondition1,64,F00,3,6,2,10,8,8,18072017,162705,5,1,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,3,6,2,10,8,8,18072017,162705,5,2,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,1,2,1,1,9,9,18072017,162710,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,64,F00,1,2,1,1,9,9,18072017,162710,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,64,F00,1,2,1,1,9,9,18072017,162710,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,1,2,1,1,9,9,18072017,162710,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,2,6,2,4,10,10,18072017,162713,2,1,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,64,F00,2,6,2,4,10,10,18072017,162713,4,2,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,64,F00,2,6,2,4,10,10,18072017,162713,1,1,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,64,F00,2,6,2,4,10,10,18072017,162713,3,2,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,64,F00,3,6,3,11,11,11,18072017,162717,5,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,4,8
descriptiveTreatmentCondition1,64,F00,3,6,3,11,11,11,18072017,162717,5,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,8,12
descriptiveTreatmentCondition1,64,F00,3,6,3,11,11,11,18072017,162717,5,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,2,6,8
descriptiveTreatmentCondition1,64,F00,3,6,3,11,11,11,18072017,162717,5,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,64,F00,3,6,5,13,12,12,18072017,162727,5,1,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,2,6
descriptiveTreatmentCondition1,64,F00,3,6,5,13,12,12,18072017,162727,5,2,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,10,14
descriptiveTreatmentCondition1,64,F00,3,6,5,13,12,12,18072017,162727,5,1,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,3,6,5,13,12,12,18072017,162727,5,2,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,64,F00,2,6,4,6,13,13,18072017,162732,2,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,3,8,11
descriptiveTreatmentCondition1,64,F00,2,6,4,6,13,13,18072017,162732,4,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,3,8,11
descriptiveTreatmentCondition1,64,F00,2,6,4,6,13,13,18072017,162732,1,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,64,F00,2,6,4,6,13,13,18072017,162732,3,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,64,F00,3,6,6,14,14,14,18072017,162735,5,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,0,6,6
descriptiveTreatmentCondition1,64,F00,3,6,6,14,14,14,18072017,162735,5,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,8,6,14
descriptiveTreatmentCondition1,64,F00,3,6,6,14,14,14,18072017,162735,5,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,10,14
descriptiveTreatmentCondition1,64,F00,3,6,6,14,14,14,18072017,162735,5,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,2,6
descriptiveTreatmentCondition1,62,B00,3,6,6,14,1,1,18072017,170233,5,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,2,6
descriptiveTreatmentCondition1,62,B00,3,6,6,14,1,1,18072017,170233,5,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,10,14
descriptiveTreatmentCondition1,62,B00,3,6,6,14,1,1,18072017,170233,5,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,0,6,6
descriptiveTreatmentCondition1,62,B00,3,6,6,14,1,1,18072017,170233,5,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,8,6,14
descriptiveTreatmentCondition1,62,B00,3,6,4,12,2,2,18072017,170321,5,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,4,12,2,2,18072017,170321,5,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,4,12,2,2,18072017,170321,5,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,8,6,14
descriptiveTreatmentCondition1,62,B00,3,6,4,12,2,2,18072017,170321,5,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,0,6,6
descriptiveTreatmentCondition1,62,B00,1,2,2,2,3,3,18072017,170341,2,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,6,4,10
descriptiveTreatmentCondition1,62,B00,1,2,2,2,3,3,18072017,170341,4,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,6,4,10
descriptiveTreatmentCondition1,62,B00,1,2,2,2,3,3,18072017,170341,1,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,62,B00,1,2,2,2,3,3,18072017,170341,3,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,62,B00,2,6,4,6,4,4,18072017,170347,1,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,62,B00,2,6,4,6,4,4,18072017,170347,3,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,62,B00,2,6,4,6,4,4,18072017,170347,2,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,62,B00,2,6,4,6,4,4,18072017,170347,4,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,62,B00,2,6,1,3,5,5,18072017,170358,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,62,B00,2,6,1,3,5,5,18072017,170358,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,62,B00,2,6,1,3,5,5,18072017,170358,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,2,6,1,3,5,5,18072017,170358,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,2,6,6,8,6,6,18072017,170406,1,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,2,8,10
descriptiveTreatmentCondition1,62,B00,2,6,6,8,6,6,18072017,170406,3,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,2,8,10
descriptiveTreatmentCondition1,62,B00,2,6,6,8,6,6,18072017,170406,2,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,7,2,9
descriptiveTreatmentCondition1,62,B00,2,6,6,8,6,6,18072017,170406,4,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,7,2,9
descriptiveTreatmentCondition1,62,B00,3,6,3,11,7,7,18072017,170412,5,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,2,6,8
descriptiveTreatmentCondition1,62,B00,3,6,3,11,7,7,18072017,170412,5,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,62,B00,3,6,3,11,7,7,18072017,170412,5,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,4,8
descriptiveTreatmentCondition1,62,B00,3,6,3,11,7,7,18072017,170412,5,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,8,12
descriptiveTreatmentCondition1,62,B00,3,6,2,10,8,8,18072017,170427,5,1,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,4,8
descriptiveTreatmentCondition1,62,B00,3,6,2,10,8,8,18072017,170427,5,2,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,8,12
descriptiveTreatmentCondition1,62,B00,3,6,2,10,8,8,18072017,170427,5,1,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,2,10,8,8,18072017,170427,5,2,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,2,6,3,5,9,9,18072017,170441,2,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,2,9,11
descriptiveTreatmentCondition1,62,B00,2,6,3,5,9,9,18072017,170441,4,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,2,9,11
descriptiveTreatmentCondition1,62,B00,2,6,3,5,9,9,18072017,170441,1,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,62,B00,2,6,3,5,9,9,18072017,170441,3,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,62,B00,3,6,5,13,10,10,18072017,170445,5,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,5,13,10,10,18072017,170445,5,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,5,13,10,10,18072017,170445,5,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,4,10,14
descriptiveTreatmentCondition1,62,B00,3,6,5,13,10,10,18072017,170445,5,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,4,2,6
descriptiveTreatmentCondition1,62,B00,2,6,5,7,11,11,18072017,170455,2,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,2,8,10
descriptiveTreatmentCondition1,62,B00,2,6,5,7,11,11,18072017,170455,4,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,2,8,10
descriptiveTreatmentCondition1,62,B00,2,6,5,7,11,11,18072017,170455,1,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,8,1,9
descriptiveTreatmentCondition1,62,B00,2,6,5,7,11,11,18072017,170455,3,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,8,1,9
descriptiveTreatmentCondition1,62,B00,2,6,2,4,12,12,18072017,170459,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,62,B00,2,6,2,4,12,12,18072017,170459,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,62,B00,2,6,2,4,12,12,18072017,170459,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,62,B00,2,6,2,4,12,12,18072017,170459,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,62,B00,1,2,1,1,13,13,18072017,170502,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,62,B00,1,2,1,1,13,13,18072017,170502,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,62,B00,1,2,1,1,13,13,18072017,170502,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,1,2,1,1,13,13,18072017,170502,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,1,9,14,14,18072017,170513,5,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,1,9,14,14,18072017,170513,5,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,62,B00,3,6,1,9,14,14,18072017,170513,5,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,2,6,8
descriptiveTreatmentCondition1,62,B00,3,6,1,9,14,14,18072017,170513,5,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,2,6,2,4,1,1,18072017,153256,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,60,F00,2,6,2,4,1,1,18072017,153256,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,9,1,10
descriptiveTreatmentCondition1,60,F00,2,6,2,4,1,1,18072017,153256,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,60,F00,2,6,2,4,1,1,18072017,153256,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,1,9,10
descriptiveTreatmentCondition1,60,F00,3,6,4,12,2,2,18072017,153322,5,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,0,6,6
descriptiveTreatmentCondition1,60,F00,3,6,4,12,2,2,18072017,153322,5,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,8,6,14
descriptiveTreatmentCondition1,60,F00,3,6,4,12,2,2,18072017,153322,5,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,4,12,2,2,18072017,153322,5,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,3,11,3,3,18072017,153337,5,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,8,12
descriptiveTreatmentCondition1,60,F00,3,6,3,11,3,3,18072017,153337,5,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,4,8
descriptiveTreatmentCondition1,60,F00,3,6,3,11,3,3,18072017,153337,5,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,3,6,3,11,3,3,18072017,153337,5,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,2,6,8
descriptiveTreatmentCondition1,60,F00,2,6,6,8,4,4,18072017,153406,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,60,F00,2,6,6,8,4,4,18072017,153406,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,60,F00,2,6,6,8,4,4,18072017,153406,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,7,2,9
descriptiveTreatmentCondition1,60,F00,2,6,6,8,4,4,18072017,153406,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,7,2,9
descriptiveTreatmentCondition1,60,F00,3,6,1,9,5,5,18072017,153409,5,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,1,9,5,5,18072017,153409,5,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,1,9,5,5,18072017,153409,5,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,2,6,8
descriptiveTreatmentCondition1,60,F00,3,6,1,9,5,5,18072017,153409,5,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,1,2,1,1,6,6,18072017,153416,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,1,2,1,1,6,6,18072017,153416,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,1,2,1,1,6,6,18072017,153416,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,1,2,1,1,6,6,18072017,153416,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,2,6,1,3,7,7,18072017,153419,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,60,F00,2,6,1,3,7,7,18072017,153419,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,60,F00,2,6,1,3,7,7,18072017,153419,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,2,6,1,3,7,7,18072017,153419,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,2,10,8,8,18072017,153421,5,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,4,8,12
descriptiveTreatmentCondition1,60,F00,3,6,2,10,8,8,18072017,153421,5,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,4,4,8
descriptiveTreatmentCondition1,60,F00,3,6,2,10,8,8,18072017,153421,5,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,2,10,8,8,18072017,153421,5,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,2,6,4,6,9,9,18072017,153429,1,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,60,F00,2,6,4,6,9,9,18072017,153429,3,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,60,F00,2,6,4,6,9,9,18072017,153429,2,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,60,F00,2,6,4,6,9,9,18072017,153429,4,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,60,F00,1,2,2,2,10,10,18072017,153434,1,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,1,2,2,2,10,10,18072017,153434,3,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,6,12
descriptiveTreatmentCondition1,60,F00,1,2,2,2,10,10,18072017,153434,2,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,60,F00,1,2,2,2,10,10,18072017,153434,4,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,60,F00,3,6,6,14,11,11,18072017,153438,5,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,0,6,6
descriptiveTreatmentCondition1,60,F00,3,6,6,14,11,11,18072017,153438,5,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,8,6,14
descriptiveTreatmentCondition1,60,F00,3,6,6,14,11,11,18072017,153438,5,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,2,6
descriptiveTreatmentCondition1,60,F00,3,6,6,14,11,11,18072017,153438,5,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,4,10,14
descriptiveTreatmentCondition1,60,F00,2,6,3,5,12,12,18072017,153444,1,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,2,9,11
descriptiveTreatmentCondition1,60,F00,2,6,3,5,12,12,18072017,153444,3,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,2,9,11
descriptiveTreatmentCondition1,60,F00,2,6,3,5,12,12,18072017,153444,2,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,60,F00,2,6,3,5,12,12,18072017,153444,4,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,8,2,10
descriptiveTreatmentCondition1,60,F00,2,6,5,7,13,13,18072017,153447,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,60,F00,2,6,5,7,13,13,18072017,153447,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,60,F00,2,6,5,7,13,13,18072017,153447,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,8,1,9
descriptiveTreatmentCondition1,60,F00,2,6,5,7,13,13,18072017,153447,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,8,1,9
descriptiveTreatmentCondition1,60,F00,3,6,5,13,14,14,18072017,153449,5,1,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,2,6
descriptiveTreatmentCondition1,60,F00,3,6,5,13,14,14,18072017,153449,5,2,descriptive,halfRandom,A,control,counterclockwise,counterclockwise,clockwise,4,10,14
descriptiveTreatmentCondition1,60,F00,3,6,5,13,14,14,18072017,153449,5,1,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,60,F00,3,6,5,13,14,14,18072017,153449,5,2,descriptive,halfRandom,B,treatment,clockwise,counterclockwise,clockwise,4,6,10
descriptiveTreatmentCondition1,58,B00,2,6,2,4,1,1,18072017,153159,1,1,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,1,9,10
descriptiveTreatmentCondition1,58,B00,2,6,2,4,1,1,18072017,153159,3,2,descriptive,halfRandom,A,control,clockwise,clockwise,counterclockwise,1,9,10
descriptiveTreatmentCondition1,58,B00,2,6,2,4,1,1,18072017,153159,2,1,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,9,1,10
descriptiveTreatmentCondition1,58,B00,2,6,2,4,1,1,18072017,153159,4,2,descriptive,halfRandom,B,treatment,counterclockwise,clockwise,counterclockwise,9,1,10
descriptiveTreatmentCondition1,58,B00,3,6,1,9,2,2,18072017,153223,5,1,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,58,B00,3,6,1,9,2,2,18072017,153223,5,2,descriptive,halfRandom,A,treatment,counterclockwise,clockwise,counterclockwise,4,6,10
descriptiveTreatmentCondition1,58,B00,3,6,1,9,2,2,18072017,153223,5,1,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,2,6,8
descriptiveTreatmentCondition1,58,B00,3,6,1,9,2,2,18072017,153223,5,2,descriptive,halfRandom,B,control,clockwise,clockwise,counterclockwise,6,6,12
descriptiveTreatmentCondition1,58,B00,2,6,4,6,3,3,18072017,153233,2,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,58,B00,2,6,4,6,3,3,18072017,153233,4,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,8,2,10
descriptiveTreatmentCondition1,58,B00,2,6,4,6,3,3,18072017,153233,1,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,58,B00,2,6,4,6,3,3,18072017,153233,3,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,3,8,11
descriptiveTreatmentCondition1,58,B00,2,6,6,8,4,4,18072017,153242,1,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,58,B00,2,6,6,8,4,4,18072017,153242,3,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,2,8,10
descriptiveTreatmentCondition1,58,B00,2,6,6,8,4,4,18072017,153242,2,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,7,2,9
descriptiveTreatmentCondition1,58,B00,2,6,6,8,4,4,18072017,153242,4,2,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,7,2,9
descriptiveTreatmentCondition1,58,B00,2,6,1,3,5,5,18072017,153251,1,1,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,58,B00,2,6,1,3,5,5,18072017,153251,3,2,descriptive,halfRandom,A,treatment,clockwise,counterclockwise,clockwise,6,4,10
descriptiveTreatmentCondition1,58,B00,2,6,1,3,5,5,18072017,153251,2,1,descriptive,halfRandom,B,control,counterclockwise,counterclockwise,clockwise,4,6,10
