"PARTICIPANTID","EXPSESSION","COMPUTERID","COUNTRY","EXPERIMENTTYPE","EXPERIMENTALCONDITION","EXPERIMENTSTAGE","EXPERIMENTBLOCK","DP","BLOCKDP","ORDER","BLOCKORDER","STARTINGTIME","ENDINGTIME","DURATION"
"66","20","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","14","6","185856","185900","0:00:04"
"66","20","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","14","6","185945","185951","0:00:06"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","1","1","185958","190020","0:00:22"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","2","2","190020","190030","0:00:10"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","3","3","190030","190049","0:00:19"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","4","4","190049","190102","0:00:13"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","5","5","190102","190108","0:00:06"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","6","6","190108","190115","0:00:07"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","7","7","190115","190119","0:00:04"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","8","8","190119","190127","0:00:08"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","9","9","190127","190146","0:00:19"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","10","10","190146","190150","0:00:04"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","11","11","190150","190154","0:00:04"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","12","12","190154","190157","0:00:03"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","13","13","190157","190203","0:00:06"
"66","20","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","14","14","190203","190208","0:00:05"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","184208","184233","0:00:25"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","184256","184309","0:00:13"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","184355","184413","0:00:18"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","184435","184454","0:00:19"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","6","4","3","1","184605","184608","0:00:03"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","3","1","184639","184643","0:00:04"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","4","2","4","2","184724","184748","0:00:24"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","4","2","184827","184830","0:00:03"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","5","3","5","3","184936","184949","0:00:13"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","5","3","185055","185102","0:00:07"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","8","6","6","4","185213","185219","0:00:06"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","6","4","185238","185243","0:00:05"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","7","5","7","5","185320","185327","0:00:07"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","7","5","185348","185354","0:00:06"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","2","3","1","8","6","185432","185434","0:00:02"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","8","6","185456","185509","0:00:13"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","13","5","9","1","185954","185956","0:00:02"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","9","1","190055","190114","0:00:19"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","11","3","10","2","190235","190248","0:00:13"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","10","2","190400","190406","0:00:06"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","9","1","11","3","190532","190533","0:00:01"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","11","3","190609","190618","0:00:09"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","10","2","12","4","190730","190732","0:00:02"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","12","4","190812","190820","0:00:08"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","14","6","13","5","190932","190943","0:00:11"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","13","5","191024","191035","0:00:11"
"65","20","A00","UK","experienced","simulatedControlCondition","decision","3","12","4","14","6","191148","191150","0:00:02"
"65","20","A00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","14","6","191227","191233","0:00:06"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","13","5","1","1","191239","191304","0:00:25"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","6","4","2","2","191304","191323","0:00:19"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","5","3","3","3","191323","191342","0:00:19"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","11","3","4","4","191342","191355","0:00:13"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","10","2","5","5","191355","191416","0:00:21"
"65","20","A00","UK","descriptive","descriptiveControl","choice","1","1","1","6","6","191416","191438","0:00:22"
"65","20","A00","UK","descriptive","descriptiveControl","choice","1","2","2","7","7","191438","191504","0:00:26"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","3","1","8","8","191504","191519","0:00:15"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","14","6","9","9","191519","191530","0:00:11"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","8","6","10","10","191530","191542","0:00:12"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","9","1","11","11","191542","191611","0:00:29"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","7","5","12","12","191611","191620","0:00:09"
"65","20","A00","UK","descriptive","descriptiveControl","choice","3","12","4","13","13","191620","191631","0:00:11"
"65","20","A00","UK","descriptive","descriptiveControl","choice","2","4","2","14","14","191631","191637","0:00:06"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","1","1","160133","160159","0:00:26"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","1","1","160224","160240","0:00:16"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","2","2","160322","160324","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","2","2","160343","160348","0:00:05"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","3","1","160442","160447","0:00:05"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","3","1","160506","160510","0:00:04"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","4","2","160556","160601","0:00:05"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","4","2","160621","160626","0:00:05"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","5","3","160704","160706","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","5","3","160724","160732","0:00:08"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","6","4","160810","160812","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","6","4","160831","160835","0:00:04"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","7","5","160915","160916","0:00:01"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","7","5","160939","160943","0:00:04"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","8","6","161020","161022","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","8","6","161039","161042","0:00:03"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","161522","161524","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","161601","161610","0:00:09"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","10","2","161722","161725","0:00:03"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","10","2","161800","161807","0:00:07"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","11","3","161921","161922","0:00:01"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","11","3","162003","162009","0:00:06"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","12","4","162122","162123","0:00:01"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","12","4","162201","162211","0:00:10"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","13","5","162323","162325","0:00:02"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","13","5","162402","162407","0:00:05"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","14","6","162517","162520","0:00:03"
"64","19","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","14","6","162555","162559","0:00:04"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","1","1","162607","162620","0:00:13"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","2","2","162620","162631","0:00:11"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","3","3","162631","162638","0:00:07"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","4","4","162638","162645","0:00:07"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","5","5","162645","162654","0:00:09"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","6","6","162654","162657","0:00:03"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","7","7","162657","162705","0:00:08"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","8","8","162705","162710","0:00:05"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","9","9","162710","162713","0:00:03"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","10","10","162713","162717","0:00:04"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","11","11","162717","162727","0:00:10"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","12","12","162727","162732","0:00:05"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","13","13","162732","162735","0:00:03"
"64","19","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","14","14","162735","162742","0:00:07"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","163455","163517","0:00:22"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","163536","163548","0:00:12"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","163630","163633","0:00:03"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","163653","163700","0:00:07"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","7","5","3","1","163743","163754","0:00:11"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","3","1","163813","163818","0:00:05"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","5","3","4","2","163858","163900","0:00:02"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","4","2","163920","163924","0:00:04"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","8","6","5","3","164002","164003","0:00:01"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","5","3","164020","164029","0:00:09"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","6","4","6","4","164105","164109","0:00:04"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","6","4","164128","164132","0:00:04"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","4","2","7","5","164209","164210","0:00:01"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","7","5","164229","164232","0:00:03"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","2","3","1","8","6","164308","164309","0:00:01"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","8","6","164327","164330","0:00:03"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","9","1","9","1","164747","164752","0:00:05"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","9","1","164827","164831","0:00:04"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","11","3","10","2","164942","164944","0:00:02"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","10","2","165020","165027","0:00:07"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","12","4","11","3","165137","165142","0:00:05"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","11","3","165218","165221","0:00:03"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","13","5","12","4","165330","165332","0:00:02"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","12","4","165407","165409","0:00:02"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","10","2","13","5","165518","165520","0:00:02"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","13","5","165555","165559","0:00:04"
"63","19","C00","UK","experienced","simulatedControlCondition","decision","3","14","6","14","6","165709","165710","0:00:01"
"63","19","C00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","14","6","165745","165749","0:00:04"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","5","3","1","1","165754","165848","0:00:54"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","7","5","2","2","165848","165856","0:00:08"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","9","1","3","3","165856","165921","0:00:25"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","14","6","4","4","165921","165957","0:00:36"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","6","4","5","5","165957","170001","0:00:04"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","11","3","6","6","170001","170004","0:00:03"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","3","1","7","7","170004","170010","0:00:06"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","13","5","8","8","170010","170017","0:00:07"
"63","19","C00","UK","descriptive","descriptiveControl","choice","1","1","1","9","9","170017","170023","0:00:06"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","4","2","10","10","170023","170031","0:00:08"
"63","19","C00","UK","descriptive","descriptiveControl","choice","2","8","6","11","11","170031","170034","0:00:03"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","10","2","12","12","170034","170038","0:00:04"
"63","19","C00","UK","descriptive","descriptiveControl","choice","3","12","4","13","13","170038","170046","0:00:08"
"63","19","C00","UK","descriptive","descriptiveControl","choice","1","2","2","14","14","170046","170051","0:00:05"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","1","1","163912","163919","0:00:07"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","1","1","163941","163946","0:00:05"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","2","2","164028","164030","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","2","2","164050","164054","0:00:04"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","3","1","164152","164157","0:00:05"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","3","1","164216","164219","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","4","2","164259","164306","0:00:07"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","4","2","164325","164328","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","5","3","164406","164409","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","5","3","164426","164430","0:00:04"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","6","4","164510","164513","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","6","4","164532","164537","0:00:05"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","7","5","164613","164614","0:00:01"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","7","5","164631","164635","0:00:04"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","8","6","164712","164714","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","8","6","164732","164734","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","165207","165209","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","165246","165251","0:00:05"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","10","2","165403","165405","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","10","2","165443","165446","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","11","3","165558","165600","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","11","3","165636","165639","0:00:03"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","12","4","165751","165752","0:00:01"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","12","4","165827","165831","0:00:04"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","13","5","165942","165944","0:00:02"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","13","5","170021","170027","0:00:06"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","14","6","170141","170142","0:00:01"
"62","10","B00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","14","6","170218","170223","0:00:05"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","1","1","170233","170321","0:00:48"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","2","2","170321","170341","0:00:20"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","3","3","170341","170347","0:00:06"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","4","4","170347","170358","0:00:11"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","5","5","170358","170406","0:00:08"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","6","6","170406","170412","0:00:06"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","7","7","170412","170427","0:00:15"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","8","8","170427","170441","0:00:14"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","9","9","170441","170445","0:00:04"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","10","10","170445","170455","0:00:10"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","11","11","170455","170459","0:00:04"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","12","12","170459","170502","0:00:03"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","13","13","170502","170513","0:00:11"
"62","10","B00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","14","14","170513","170523","0:00:10"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","1","2","2","1","1","162946","163003","0:00:17"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","1","1","163031","163042","0:00:11"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","1","1","1","2","2","163125","163135","0:00:10"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","2","2","163156","163205","0:00:09"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","8","6","3","1","163302","163306","0:00:04"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","3","1","163325","163332","0:00:07"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","6","4","4","2","163411","163415","0:00:04"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","4","2","163436","163444","0:00:08"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","5","3","5","3","163524","163525","0:00:01"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","5","3","163545","163547","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","3","1","6","4","163624","163626","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","6","4","163644","163648","0:00:04"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","7","5","7","5","163724","163725","0:00:01"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","7","5","163742","163745","0:00:03"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","2","4","2","8","6","163821","163822","0:00:01"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","8","6","163840","163843","0:00:03"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","10","2","9","1","164257","164259","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","9","1","164334","164340","0:00:06"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","13","5","10","2","164449","164451","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","10","2","164526","164529","0:00:03"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","11","3","11","3","164641","164643","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","11","3","164719","164721","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","14","6","12","4","164832","164834","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","12","4","164910","164911","0:00:01"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","12","4","13","5","165022","165024","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","13","5","165059","165101","0:00:02"
"61","19","A00","UK","experienced","simulatedControlCondition","decision","3","9","1","14","6","165212","165213","0:00:01"
"61","19","A00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","14","6","165250","165257","0:00:07"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","14","6","1","1","165303","165355","0:00:52"
"61","19","A00","UK","descriptive","descriptiveControl","choice","1","1","1","2","2","165355","165403","0:00:08"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","10","2","3","3","165403","165411","0:00:08"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","13","5","4","4","165411","165423","0:00:12"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","4","2","5","5","165423","165433","0:00:10"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","3","1","6","6","165433","165442","0:00:09"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","11","3","7","7","165442","165454","0:00:12"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","12","4","8","8","165454","165512","0:00:18"
"61","19","A00","UK","descriptive","descriptiveControl","choice","3","9","1","9","9","165512","165519","0:00:07"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","6","4","10","10","165519","165524","0:00:05"
"61","19","A00","UK","descriptive","descriptiveControl","choice","1","2","2","11","11","165524","165527","0:00:03"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","5","3","12","12","165527","165530","0:00:03"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","8","6","13","13","165530","165534","0:00:04"
"61","19","A00","UK","descriptive","descriptiveControl","choice","2","7","5","14","14","165534","165537","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","1","1","150644","150656","0:00:12"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","1","1","150719","150725","0:00:06"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","2","2","150830","150833","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","2","2","150855","150858","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","3","1","150942","150950","0:00:08"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","3","1","151009","151010","0:00:01"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","4","2","151100","151101","0:00:01"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","4","2","151120","151124","0:00:04"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","5","3","151210","151221","0:00:11"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","5","3","151241","151246","0:00:05"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","6","4","151333","151335","0:00:02"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","6","4","151353","151355","0:00:02"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","7","5","151444","151455","0:00:11"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","7","5","151515","151518","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","8","6","151601","151605","0:00:04"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","8","6","151624","151631","0:00:07"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","152111","152119","0:00:08"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","152155","152158","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","10","2","152314","152316","0:00:02"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","10","2","152403","152407","0:00:04"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","11","3","152521","152523","0:00:02"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","11","3","152559","152604","0:00:05"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","12","4","152726","152738","0:00:12"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","12","4","152815","152818","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","13","5","152934","152936","0:00:02"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","13","5","153020","153023","0:00:03"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","14","6","153140","153141","0:00:01"
"60","18","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","14","6","153237","153242","0:00:05"
"60","18","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","1","1","153256","153322","0:00:26"
"60","18","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","2","2","153322","153337","0:00:15"
"60","18","F00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","3","3","153337","153406","0:00:29"
